num_voters,num_alternatives,0_winners,1_winners,2_winners,3_winners,4_winners,5_winners,6_winners,7_winners,8_winners,9_winners,10_winners,has_winner
21,5,24.048%,75.952%,0,0,0,0,0,0,0,0,0,75.952%
22,5,8.879%,71.353%,18.847%,0.913%,0.008%,0,0,0,0,0,0,91.121%
23,5,24.111%,75.889%,0,0,0,0,0,0,0,0,0,75.889%
24,5,9.233%,72.17%,17.871%,0.717%,0.009%,0,0,0,0,0,0,90.767%
25,5,24.208%,75.792%,0,0,0,0,0,0,0,0,0,75.792%
26,5,9.681%,72.653%,16.995%,0.666%,0.005%,0,0,0,0,0,0,90.319%
27,5,24.426%,75.574%,0,0,0,0,0,0,0,0,0,75.574%
28,5,10.119%,73.001%,16.292%,0.584%,0.004%,0,0,0,0,0,0,89.881%
29,5,24.22%,75.78%,0,0,0,0,0,0,0,0,0,75.78%
30,5,10.815%,73.236%,15.409%,0.537%,0.003%,0,0,0,0,0,0,89.185%
31,5,24.185%,75.815%,0,0,0,0,0,0,0,0,0,75.815%
32,5,11.155%,73.652%,14.732%,0.46%,0.001%,0,0,0,0,0,0,88.845%
33,5,24.617%,75.383%,0,0,0,0,0,0,0,0,0,75.383%
34,5,11.39%,73.791%,14.409%,0.41%,0,0,0,0,0,0,0,88.61%
35,5,24.398%,75.602%,0,0,0,0,0,0,0,0,0,75.602%
36,5,11.595%,74.267%,13.765%,0.369%,0.004%,0,0,0,0,0,0,88.405%
37,5,24.402%,75.598%,0,0,0,0,0,0,0,0,0,75.598%
38,5,12.123%,74.263%,13.234%,0.378%,0.002%,0,0,0,0,0,0,87.877%
39,5,24.558%,75.442%,0,0,0,0,0,0,0,0,0,75.44200000000001%
40,5,12.377%,74.4%,12.897%,0.324%,0.002%,0,0,0,0,0,0,87.623%
41,5,24.737%,75.263%,0,0,0,0,0,0,0,0,0,75.263%
42,5,12.572%,74.693%,12.443%,0.292%,0,0,0,0,0,0,0,87.428%
43,5,24.671%,75.329%,0,0,0,0,0,0,0,0,0,75.32900000000001%
44,5,12.721%,74.917%,12.103%,0.257%,0.002%,0,0,0,0,0,0,87.279%
45,5,24.473%,75.527%,0,0,0,0,0,0,0,0,0,75.527%
46,5,13.11%,74.939%,11.693%,0.256%,0.002%,0,0,0,0,0,0,86.89%
47,5,24.648%,75.352%,0,0,0,0,0,0,0,0,0,75.352%
48,5,13.179%,75.197%,11.391%,0.232%,0.001%,0,0,0,0,0,0,86.821%
49,5,24.291%,75.709%,0,0,0,0,0,0,0,0,0,75.709%
50,5,13.463%,75.178%,11.151%,0.207%,0.001%,0,0,0,0,0,0,86.537%
51,5,24.614%,75.386%,0,0,0,0,0,0,0,0,0,75.386%
52,5,13.567%,75.264%,10.957%,0.211%,0.001%,0,0,0,0,0,0,86.43299999999999%
53,5,24.796%,75.204%,0,0,0,0,0,0,0,0,0,75.20400000000001%
54,5,13.82%,75.159%,10.795%,0.224%,0.002%,0,0,0,0,0,0,86.18%
55,5,24.954%,75.046%,0,0,0,0,0,0,0,0,0,75.04599999999999%
56,5,13.908%,75.54%,10.329%,0.223%,0,0,0,0,0,0,0,86.092%
57,5,24.775%,75.225%,0,0,0,0,0,0,0,0,0,75.225%
58,5,14.155%,75.583%,10.117%,0.145%,0,0,0,0,0,0,0,85.845%
59,5,24.688%,75.312%,0,0,0,0,0,0,0,0,0,75.312%
60,5,14.488%,75.362%,9.992%,0.158%,0,0,0,0,0,0,0,85.512%
61,5,25.071%,74.929%,0,0,0,0,0,0,0,0,0,74.929%
62,5,14.302%,75.726%,9.804%,0.168%,0,0,0,0,0,0,0,85.69800000000001%
63,5,24.737%,75.263%,0,0,0,0,0,0,0,0,0,75.263%
64,5,14.664%,75.785%,9.405%,0.145%,0.001%,0,0,0,0,0,0,85.336%
65,5,24.679%,75.321%,0,0,0,0,0,0,0,0,0,75.321%
66,5,14.543%,75.929%,9.382%,0.146%,0,0,0,0,0,0,0,85.457%
67,5,24.777%,75.223%,0,0,0,0,0,0,0,0,0,75.223%
68,5,14.972%,75.682%,9.223%,0.123%,0,0,0,0,0,0,0,85.028%
69,5,24.74%,75.26%,0,0,0,0,0,0,0,0,0,75.26%
70,5,14.893%,75.794%,9.2%,0.113%,0,0,0,0,0,0,0,85.107%
71,5,24.826%,75.174%,0,0,0,0,0,0,0,0,0,75.174%
72,5,15.325%,75.67%,8.892%,0.113%,0,0,0,0,0,0,0,84.675%
73,5,24.856%,75.144%,0,0,0,0,0,0,0,0,0,75.144%
74,5,15.164%,75.922%,8.792%,0.122%,0,0,0,0,0,0,0,84.836%
75,5,24.483%,75.517%,0,0,0,0,0,0,0,0,0,75.517%
76,5,15.53%,75.767%,8.585%,0.118%,0,0,0,0,0,0,0,84.47%
77,5,24.82%,75.18%,0,0,0,0,0,0,0,0,0,75.18%
78,5,15.604%,75.812%,8.498%,0.086%,0,0,0,0,0,0,0,84.396%
79,5,24.77%,75.23%,0,0,0,0,0,0,0,0,0,75.23%
80,5,15.888%,75.659%,8.348%,0.105%,0,0,0,0,0,0,0,84.112%
81,5,24.779%,75.221%,0,0,0,0,0,0,0,0,0,75.221%
82,5,15.668%,75.952%,8.287%,0.093%,0,0,0,0,0,0,0,84.332%
83,5,24.855%,75.145%,0,0,0,0,0,0,0,0,0,75.145%
84,5,16.032%,75.873%,7.984%,0.111%,0,0,0,0,0,0,0,83.968%
85,5,24.996%,75.004%,0,0,0,0,0,0,0,0,0,75.004%
86,5,15.872%,76.037%,7.992%,0.099%,0,0,0,0,0,0,0,84.128%
87,5,24.838%,75.162%,0,0,0,0,0,0,0,0,0,75.162%
88,5,16.017%,75.928%,7.98%,0.075%,0,0,0,0,0,0,0,83.983%
89,5,24.741%,75.259%,0,0,0,0,0,0,0,0,0,75.259%
90,5,16.32%,75.894%,7.711%,0.075%,0,0,0,0,0,0,0,83.68%
91,5,24.733%,75.267%,0,0,0,0,0,0,0,0,0,75.267%
92,5,16.265%,76.015%,7.634%,0.086%,0,0,0,0,0,0,0,83.735%
93,5,24.691%,75.309%,0,0,0,0,0,0,0,0,0,75.309%
94,5,16.381%,76.022%,7.528%,0.069%,0,0,0,0,0,0,0,83.619%
95,5,24.968%,75.032%,0,0,0,0,0,0,0,0,0,75.032%
96,5,16.591%,75.734%,7.59%,0.085%,0,0,0,0,0,0,0,83.40899999999999%
97,5,24.968%,75.032%,0,0,0,0,0,0,0,0,0,75.032%
98,5,16.804%,75.671%,7.452%,0.073%,0,0,0,0,0,0,0,83.196%
99,5,24.704%,75.296%,0,0,0,0,0,0,0,0,0,75.29599999999999%
100,5,16.537%,76.123%,7.281%,0.059%,0,0,0,0,0,0,0,83.463%
2,6,0,16.788%,38.102%,31.23%,11.676%,2.07%,0.134%,0,0,0,0,100%
3,6,20.235%,79.765%,0,0,0,0,0,0,0,0,0,79.765%
4,6,0.185%,37.965%,44.557%,15.2%,1.983%,0.109%,0.001%,0,0,0,0,99.815%
5,6,25.362%,74.638%,0,0,0,0,0,0,0,0,0,74.638%
6,6,1.848%,50.524%,38.958%,8.081%,0.577%,0.012%,0,0,0,0,0,98.152%
7,6,27.188%,72.812%,0,0,0,0,0,0,0,0,0,72.812%
8,6,3.652%,57.184%,33.978%,4.955%,0.224%,0.007%,0,0,0,0,0,96.348%
9,6,28.175%,71.825%,0,0,0,0,0,0,0,0,0,71.825%
10,6,5.244%,61.511%,29.861%,3.276%,0.108%,0,0,0,0,0,0,94.756%
11,6,28.706%,71.294%,0,0,0,0,0,0,0,0,0,71.294%
12,6,6.693%,64.135%,26.746%,2.375%,0.051%,0,0,0,0,0,0,93.307%
13,6,29.233%,70.767%,0,0,0,0,0,0,0,0,0,70.767%
14,6,8.101%,66.129%,23.907%,1.833%,0.029%,0.001%,0,0,0,0,0,91.899%
15,6,29.476%,70.524%,0,0,0,0,0,0,0,0,0,70.524%
16,6,9.045%,67.596%,21.846%,1.485%,0.028%,0,0,0,0,0,0,90.955%
17,6,29.652%,70.348%,0,0,0,0,0,0,0,0,0,70.348%
18,6,10.122%,68.278%,20.41%,1.181%,0.009%,0,0,0,0,0,0,89.878%
19,6,29.929%,70.071%,0,0,0,0,0,0,0,0,0,70.071%
20,6,10.926%,69.174%,18.904%,0.983%,0.013%,0,0,0,0,0,0,89.074%
21,6,29.741%,70.259%,0,0,0,0,0,0,0,0,0,70.259%
22,6,11.687%,69.839%,17.645%,0.816%,0.013%,0,0,0,0,0,0,88.313%
23,6,30.163%,69.837%,0,0,0,0,0,0,0,0,0,69.837%
24,6,12.504%,70.041%,16.737%,0.709%,0.009%,0,0,0,0,0,0,87.496%
25,6,30.403%,69.597%,0,0,0,0,0,0,0,0,0,69.59700000000001%
26,6,12.871%,70.769%,15.746%,0.609%,0.005%,0,0,0,0,0,0,87.129%
27,6,30.463%,69.537%,0,0,0,0,0,0,0,0,0,69.537%
28,6,13.752%,70.708%,14.987%,0.551%,0.002%,0,0,0,0,0,0,86.248%
29,6,30.489%,69.511%,0,0,0,0,0,0,0,0,0,69.511%
30,6,14.21%,71.043%,14.293%,0.452%,0.002%,0,0,0,0,0,0,85.78999999999999%
31,6,30.633%,69.367%,0,0,0,0,0,0,0,0,0,69.367%
32,6,14.453%,71.349%,13.792%,0.405%,0.001%,0,0,0,0,0,0,85.547%
33,6,30.483%,69.517%,0,0,0,0,0,0,0,0,0,69.517%
34,6,15.066%,71.546%,13.022%,0.366%,0,0,0,0,0,0,0,84.934%
35,6,30.614%,69.386%,0,0,0,0,0,0,0,0,0,69.386%
36,6,15.552%,71.626%,12.479%,0.339%,0.004%,0,0,0,0,0,0,84.44800000000001%
37,6,30.519%,69.481%,0,0,0,0,0,0,0,0,0,69.481%
38,6,15.822%,71.686%,12.157%,0.333%,0.002%,0,0,0,0,0,0,84.178%
39,6,30.545%,69.455%,0,0,0,0,0,0,0,0,0,69.455%
40,6,16.119%,71.9%,11.687%,0.294%,0,0,0,0,0,0,0,83.881%
41,6,30.854%,69.146%,0,0,0,0,0,0,0,0,0,69.146%
42,6,16.591%,71.719%,11.396%,0.291%,0.003%,0,0,0,0,0,0,83.40899999999999%
43,6,30.811%,69.189%,0,0,0,0,0,0,0,0,0,69.189%
44,6,16.93%,71.718%,11.11%,0.241%,0.001%,0,0,0,0,0,0,83.07%
45,6,30.637%,69.363%,0,0,0,0,0,0,0,0,0,69.363%
46,6,17.179%,71.923%,10.699%,0.198%,0.001%,0,0,0,0,0,0,82.821%
47,6,30.881%,69.119%,0,0,0,0,0,0,0,0,0,69.119%
48,6,17.514%,71.923%,10.322%,0.239%,0.002%,0,0,0,0,0,0,82.486%
49,6,31.05%,68.95%,0,0,0,0,0,0,0,0,0,68.95%
50,6,17.881%,71.664%,10.248%,0.205%,0.001%,0.001%,0,0,0,0,0,82.119%
51,6,30.886%,69.114%,0,0,0,0,0,0,0,0,0,69.114%
52,6,17.835%,72.001%,9.99%,0.174%,0,0,0,0,0,0,0,82.16499999999999%
53,6,31.069%,68.931%,0,0,0,0,0,0,0,0,0,68.931%
54,6,18.087%,72.271%,9.483%,0.159%,0,0,0,0,0,0,0,81.913%
55,6,30.974%,69.026%,0,0,0,0,0,0,0,0,0,69.026%
56,6,18.109%,72.161%,9.533%,0.196%,0.001%,0,0,0,0,0,0,81.89099999999999%
57,6,30.898%,69.102%,0,0,0,0,0,0,0,0,0,69.102%
58,6,18.363%,72.139%,9.373%,0.125%,0,0,0,0,0,0,0,81.637%
59,6,31.064%,68.936%,0,0,0,0,0,0,0,0,0,68.936%
60,6,18.814%,72.142%,8.915%,0.129%,0,0,0,0,0,0,0,81.186%
61,6,31.097%,68.903%,0,0,0,0,0,0,0,0,0,68.90299999999999%
62,6,18.92%,72.015%,8.942%,0.123%,0,0,0,0,0,0,0,81.08%
63,6,30.945%,69.055%,0,0,0,0,0,0,0,0,0,69.055%
64,6,19.015%,72.225%,8.623%,0.136%,0.001%,0,0,0,0,0,0,80.985%
65,6,31.116%,68.884%,0,0,0,0,0,0,0,0,0,68.884%
66,6,19.333%,72.044%,8.497%,0.125%,0.001%,0,0,0,0,0,0,80.667%
67,6,31.395%,68.605%,0,0,0,0,0,0,0,0,0,68.605%
68,6,19.408%,72.228%,8.255%,0.109%,0,0,0,0,0,0,0,80.592%
69,6,31.17%,68.83%,0,0,0,0,0,0,0,0,0,68.83%
70,6,19.781%,72.062%,8.039%,0.118%,0,0,0,0,0,0,0,80.219%
71,6,31.079%,68.921%,0,0,0,0,0,0,0,0,0,68.92099999999999%
72,6,19.802%,72.179%,7.908%,0.111%,0,0,0,0,0,0,0,80.19800000000001%
73,6,31.1%,68.9%,0,0,0,0,0,0,0,0,0,68.9%
74,6,19.919%,72.256%,7.706%,0.119%,0,0,0,0,0,0,0,80.081%
75,6,31.003%,68.997%,0,0,0,0,0,0,0,0,0,68.997%
76,6,20.303%,71.964%,7.643%,0.09%,0,0,0,0,0,0,0,79.697%
77,6,31.159%,68.841%,0,0,0,0,0,0,0,0,0,68.84100000000001%
78,6,20.038%,72.102%,7.756%,0.103%,0.001%,0,0,0,0,0,0,79.962%
79,6,31.248%,68.752%,0,0,0,0,0,0,0,0,0,68.752%
80,6,20.434%,72.01%,7.478%,0.078%,0,0,0,0,0,0,0,79.566%
81,6,31.236%,68.764%,0,0,0,0,0,0,0,0,0,68.764%
82,6,20.369%,72.301%,7.253%,0.077%,0,0,0,0,0,0,0,79.631%
83,6,31.242%,68.758%,0,0,0,0,0,0,0,0,0,68.758%
84,6,20.607%,72.136%,7.177%,0.08%,0,0,0,0,0,0,0,79.393%
85,6,31.244%,68.756%,0,0,0,0,0,0,0,0,0,68.756%
86,6,20.681%,72.29%,6.951%,0.078%,0,0,0,0,0,0,0,79.319%
87,6,31.197%,68.803%,0,0,0,0,0,0,0,0,0,68.803%
88,6,20.863%,72.028%,7.026%,0.083%,0,0,0,0,0,0,0,79.137%
89,6,31.189%,68.811%,0,0,0,0,0,0,0,0,0,68.811%
90,6,21.145%,71.828%,6.959%,0.068%,0,0,0,0,0,0,0,78.855%
91,6,31.065%,68.935%,0,0,0,0,0,0,0,0,0,68.935%
92,6,20.909%,72.229%,6.804%,0.058%,0,0,0,0,0,0,0,79.09100000000001%
93,6,31.111%,68.889%,0,0,0,0,0,0,0,0,0,68.889%
94,6,21.315%,71.959%,6.666%,0.06%,0,0,0,0,0,0,0,78.685%
95,6,31.095%,68.905%,0,0,0,0,0,0,0,0,0,68.905%
96,6,21.12%,72.163%,6.646%,0.071%,0,0,0,0,0,0,0,78.88%
97,6,31.308%,68.692%,0,0,0,0,0,0,0,0,0,68.69200000000001%
98,6,21.38%,72.077%,6.488%,0.055%,0,0,0,0,0,0,0,78.62%
99,6,31.301%,68.699%,0,0,0,0,0,0,0,0,0,68.699%
100,6,21.702%,71.628%,6.616%,0.054%,0,0,0,0,0,0,0,78.298%
2,7,0,14.205%,35.034%,32.142%,14.676%,3.476%,0.448%,0.019%,0,0,0,100%
3,7,23.711%,76.289%,0,0,0,0,0,0,0,0,0,76.289%
4,7,0.252%,36.335%,44.453%,16.365%,2.429%,0.158%,0.008%,0,0,0,0,99.748%
5,7,29.513%,70.487%,0,0,0,0,0,0,0,0,0,70.487%
6,7,2.337%,49.379%,39.176%,8.459%,0.634%,0.015%,0,0,0,0,0,97.663%
7,7,31.953%,68.047%,0,0,0,0,0,0,0,0,0,68.047%
8,7,4.699%,56.618%,33.428%,5.029%,0.224%,0.002%,0,0,0,0,0,95.301%
9,7,33.157%,66.843%,0,0,0,0,0,0,0,0,0,66.843%
10,7,6.719%,60.77%,29.089%,3.294%,0.124%,0.004%,0,0,0,0,0,93.281%
11,7,33.797%,66.203%,0,0,0,0,0,0,0,0,0,66.203%
12,7,8.388%,63.517%,25.732%,2.307%,0.054%,0.002%,0,0,0,0,0,91.612%
13,7,34.41%,65.59%,0,0,0,0,0,0,0,0,0,65.59%
14,7,10.14%,64.955%,23.089%,1.782%,0.034%,0,0,0,0,0,0,89.86%
15,7,34.719%,65.281%,0,0,0,0,0,0,0,0,0,65.281%
16,7,11.269%,66.672%,20.624%,1.409%,0.026%,0,0,0,0,0,0,88.731%
17,7,35.096%,64.904%,0,0,0,0,0,0,0,0,0,64.904%
18,7,12.304%,67.428%,19.139%,1.109%,0.02%,0,0,0,0,0,0,87.696%
19,7,35.372%,64.628%,0,0,0,0,0,0,0,0,0,64.628%
20,7,13.489%,68.065%,17.603%,0.826%,0.017%,0,0,0,0,0,0,86.511%
21,7,35.183%,64.817%,0,0,0,0,0,0,0,0,0,64.81700000000001%
22,7,14.599%,68.075%,16.584%,0.73%,0.012%,0,0,0,0,0,0,85.401%
23,7,35.436%,64.564%,0,0,0,0,0,0,0,0,0,64.564%
24,7,15.26%,68.634%,15.5%,0.601%,0.005%,0,0,0,0,0,0,84.74%
25,7,35.654%,64.346%,0,0,0,0,0,0,0,0,0,64.346%
26,7,15.953%,68.702%,14.8%,0.54%,0.005%,0,0,0,0,0,0,84.047%
27,7,35.752%,64.248%,0,0,0,0,0,0,0,0,0,64.24799999999999%
28,7,16.649%,68.904%,13.989%,0.456%,0.002%,0,0,0,0,0,0,83.351%
29,7,35.852%,64.148%,0,0,0,0,0,0,0,0,0,64.148%
30,7,17.349%,69.131%,13.086%,0.431%,0.003%,0,0,0,0,0,0,82.651%
31,7,35.482%,64.518%,0,0,0,0,0,0,0,0,0,64.518%
32,7,17.978%,69.122%,12.523%,0.374%,0.003%,0,0,0,0,0,0,82.02199999999999%
33,7,35.878%,64.122%,0,0,0,0,0,0,0,0,0,64.122%
34,7,18.339%,69.481%,11.866%,0.311%,0.003%,0,0,0,0,0,0,81.661%
35,7,35.813%,64.187%,0,0,0,0,0,0,0,0,0,64.187%
36,7,18.802%,69.456%,11.453%,0.288%,0.001%,0,0,0,0,0,0,81.19800000000001%
37,7,36.021%,63.979%,0,0,0,0,0,0,0,0,0,63.979%
38,7,19.544%,69.012%,11.171%,0.272%,0.001%,0,0,0,0,0,0,80.456%
39,7,35.851%,64.149%,0,0,0,0,0,0,0,0,0,64.149%
40,7,19.635%,69.293%,10.833%,0.237%,0.002%,0,0,0,0,0,0,80.365%
41,7,36.246%,63.754%,0,0,0,0,0,0,0,0,0,63.754%
42,7,20.158%,69.463%,10.159%,0.22%,0,0,0,0,0,0,0,79.842%
43,7,36.081%,63.919%,0,0,0,0,0,0,0,0,0,63.919%
44,7,20.479%,69.299%,10.016%,0.203%,0.003%,0,0,0,0,0,0,79.521%
45,7,36.06%,63.94%,0,0,0,0,0,0,0,0,0,63.94%
46,7,20.673%,69.404%,9.719%,0.199%,0.005%,0,0,0,0,0,0,79.327%
47,7,36.281%,63.719%,0,0,0,0,0,0,0,0,0,63.719%
48,7,20.896%,69.541%,9.387%,0.176%,0,0,0,0,0,0,0,79.104%
49,7,36.003%,63.997%,0,0,0,0,0,0,0,0,0,63.997%
50,7,21.379%,69.354%,9.116%,0.15%,0.001%,0,0,0,0,0,0,78.621%
51,7,36.252%,63.748%,0,0,0,0,0,0,0,0,0,63.748%
52,7,21.746%,69.337%,8.748%,0.167%,0.002%,0,0,0,0,0,0,78.254%
53,7,36.402%,63.598%,0,0,0,0,0,0,0,0,0,63.598%
54,7,21.956%,69.322%,8.572%,0.149%,0.001%,0,0,0,0,0,0,78.044%
55,7,36.25%,63.75%,0,0,0,0,0,0,0,0,0,63.75%
56,7,21.999%,69.273%,8.584%,0.144%,0,0,0,0,0,0,0,78.001%
57,7,36.378%,63.622%,0,0,0,0,0,0,0,0,0,63.622%
58,7,22.339%,69.273%,8.26%,0.127%,0.001%,0,0,0,0,0,0,77.661%
59,7,36.398%,63.602%,0,0,0,0,0,0,0,0,0,63.602%
60,7,22.623%,68.997%,8.251%,0.129%,0,0,0,0,0,0,0,77.377%
61,7,36.131%,63.869%,0,0,0,0,0,0,0,0,0,63.869%
62,7,22.96%,69.091%,7.825%,0.124%,0,0,0,0,0,0,0,77.03999999999999%
63,7,36.536%,63.464%,0,0,0,0,0,0,0,0,0,63.464%
64,7,23.047%,69.11%,7.732%,0.11%,0.001%,0,0,0,0,0,0,76.953%
65,7,36.41%,63.59%,0,0,0,0,0,0,0,0,0,63.59%
66,7,23.432%,68.975%,7.481%,0.111%,0.001%,0,0,0,0,0,0,76.568%
67,7,36.127%,63.873%,0,0,0,0,0,0,0,0,0,63.873%
68,7,23.658%,68.858%,7.388%,0.096%,0,0,0,0,0,0,0,76.342%
69,7,36.453%,63.547%,0,0,0,0,0,0,0,0,0,63.547%
70,7,23.702%,68.946%,7.259%,0.093%,0,0,0,0,0,0,0,76.298%
71,7,36.51%,63.49%,0,0,0,0,0,0,0,0,0,63.49%
72,7,23.764%,69.064%,7.083%,0.089%,0,0,0,0,0,0,0,76.236%
73,7,36.616%,63.384%,0,0,0,0,0,0,0,0,0,63.384%
74,7,24.08%,68.981%,6.857%,0.082%,0,0,0,0,0,0,0,75.92%
75,7,36.332%,63.668%,0,0,0,0,0,0,0,0,0,63.668%
76,7,24.144%,69.068%,6.705%,0.083%,0,0,0,0,0,0,0,75.856%
77,7,36.507%,63.493%,0,0,0,0,0,0,0,0,0,63.493%
78,7,24.295%,68.815%,6.821%,0.069%,0,0,0,0,0,0,0,75.705%
79,7,36.422%,63.578%,0,0,0,0,0,0,0,0,0,63.578%
80,7,24.582%,68.85%,6.503%,0.065%,0,0,0,0,0,0,0,75.418%
81,7,36.358%,63.642%,0,0,0,0,0,0,0,0,0,63.642%
82,7,24.847%,68.409%,6.667%,0.077%,0,0,0,0,0,0,0,75.15299999999999%
83,7,36.304%,63.696%,0,0,0,0,0,0,0,0,0,63.696%
84,7,24.706%,68.761%,6.48%,0.053%,0,0,0,0,0,0,0,75.294%
85,7,36.461%,63.539%,0,0,0,0,0,0,0,0,0,63.539%
86,7,25.025%,68.664%,6.249%,0.062%,0,0,0,0,0,0,0,74.975%
87,7,36.388%,63.612%,0,0,0,0,0,0,0,0,0,63.612%
88,7,24.798%,69.02%,6.123%,0.059%,0,0,0,0,0,0,0,75.202%
89,7,36.531%,63.469%,0,0,0,0,0,0,0,0,0,63.469%
90,7,25.05%,68.847%,6.047%,0.056%,0,0,0,0,0,0,0,74.95%
91,7,36.498%,63.502%,0,0,0,0,0,0,0,0,0,63.502%
92,7,25.382%,68.482%,6.083%,0.053%,0,0,0,0,0,0,0,74.618%
93,7,36.392%,63.608%,0,0,0,0,0,0,0,0,0,63.608%
94,7,25.33%,68.656%,5.948%,0.066%,0,0,0,0,0,0,0,74.67%
95,7,36.537%,63.463%,0,0,0,0,0,0,0,0,0,63.463%
96,7,25.535%,68.455%,5.954%,0.056%,0,0,0,0,0,0,0,74.465%
97,7,36.449%,63.551%,0,0,0,0,0,0,0,0,0,63.551%
98,7,25.905%,68.127%,5.916%,0.052%,0,0,0,0,0,0,0,74.095%
99,7,36.528%,63.472%,0,0,0,0,0,0,0,0,0,63.472%
100,7,25.883%,68.36%,5.699%,0.058%,0,0,0,0,0,0,0,74.117%
2,8,0,12.353%,32.717%,32.574%,16.709%,4.828%,0.75%,0.067%,0.002%,0,0,100%
3,8,27.045%,72.955%,0,0,0,0,0,0,0,0,0,72.955%
4,8,0.355%,35.355%,44.066%,17.211%,2.806%,0.201%,0.006%,0,0,0,0,99.645%
5,8,33.696%,66.304%,0,0,0,0,0,0,0,0,0,66.304%
6,8,2.822%,49.307%,38.636%,8.545%,0.67%,0.02%,0,0,0,0,0,97.178%
7,8,35.88%,64.12%,0,0,0,0,0,0,0,0,0,64.12%
8,8,5.423%,56.523%,32.794%,4.962%,0.294%,0.004%,0,0,0,0,0,94.577%
9,8,37.175%,62.825%,0,0,0,0,0,0,0,0,0,62.825%
