num_voters,num_alternatives,0_winners,1_winners,2_winners,3_winners,4_winners,5_winners,6_winners,7_winners,8_winners,9_winners,10_winners,has_winner
10,8,8.075%,60.588%,28.085%,3.143%,0.108%,0.001%,0,0,0,0,0,91.925%
11,8,38.025%,61.975%,0,0,0,0,0,0,0,0,0,61.975%
12,8,10.052%,63.045%,24.583%,2.246%,0.074%,0,0,0,0,0,0,89.94800000000001%
13,8,38.651%,61.349%,0,0,0,0,0,0,0,0,0,61.349%
14,8,12.003%,64.382%,21.924%,1.657%,0.034%,0,0,0,0,0,0,87.997%
15,8,39.074%,60.926%,0,0,0,0,0,0,0,0,0,60.926%
16,8,13.313%,65.596%,19.788%,1.282%,0.021%,0,0,0,0,0,0,86.687%
17,8,39.395%,60.605%,0,0,0,0,0,0,0,0,0,60.605%
18,8,14.767%,65.914%,18.287%,1.019%,0.013%,0,0,0,0,0,0,85.233%
19,8,39.537%,60.463%,0,0,0,0,0,0,0,0,0,60.463%
20,8,16.087%,66.806%,16.339%,0.758%,0.01%,0,0,0,0,0,0,83.913%
21,8,39.685%,60.315%,0,0,0,0,0,0,0,0,0,60.315%
22,8,17.031%,66.711%,15.593%,0.658%,0.007%,0,0,0,0,0,0,82.969%
23,8,39.744%,60.256%,0,0,0,0,0,0,0,0,0,60.256%
24,8,18.262%,66.684%,14.45%,0.599%,0.005%,0,0,0,0,0,0,81.738%
25,8,40.094%,59.906%,0,0,0,0,0,0,0,0,0,59.906%
26,8,18.941%,66.933%,13.635%,0.49%,0.001%,0,0,0,0,0,0,81.059%
27,8,39.922%,60.078%,0,0,0,0,0,0,0,0,0,60.078%
28,8,19.52%,67.25%,12.787%,0.441%,0.002%,0,0,0,0,0,0,80.48%
29,8,40.271%,59.729%,0,0,0,0,0,0,0,0,0,59.729%
30,8,20.405%,67.051%,12.16%,0.382%,0.002%,0,0,0,0,0,0,79.595%
31,8,40.155%,59.845%,0,0,0,0,0,0,0,0,0,59.845%
32,8,20.88%,67.351%,11.437%,0.331%,0.001%,0,0,0,0,0,0,79.12%
33,8,40.791%,59.209%,0,0,0,0,0,0,0,0,0,59.209%
34,8,21.172%,67.392%,11.127%,0.307%,0.002%,0,0,0,0,0,0,78.828%
35,8,40.415%,59.585%,0,0,0,0,0,0,0,0,0,59.585%
36,8,22.197%,66.933%,10.574%,0.294%,0.002%,0,0,0,0,0,0,77.803%
37,8,40.366%,59.634%,0,0,0,0,0,0,0,0,0,59.634%
38,8,22.313%,67.233%,10.21%,0.242%,0.002%,0,0,0,0,0,0,77.687%
39,8,40.81%,59.19%,0,0,0,0,0,0,0,0,0,59.19%
40,8,22.987%,67.065%,9.721%,0.223%,0.004%,0,0,0,0,0,0,77.013%
41,8,40.363%,59.637%,0,0,0,0,0,0,0,0,0,59.637%
42,8,23.189%,67.219%,9.404%,0.188%,0,0,0,0,0,0,0,76.811%
43,8,40.548%,59.452%,0,0,0,0,0,0,0,0,0,59.452%
44,8,23.876%,66.756%,9.213%,0.153%,0.002%,0,0,0,0,0,0,76.124%
45,8,40.853%,59.147%,0,0,0,0,0,0,0,0,0,59.147%
46,8,24.123%,67.007%,8.71%,0.16%,0,0,0,0,0,0,0,75.877%
47,8,40.664%,59.336%,0,0,0,0,0,0,0,0,0,59.336%
48,8,24.709%,66.598%,8.553%,0.14%,0,0,0,0,0,0,0,75.291%
49,8,40.854%,59.146%,0,0,0,0,0,0,0,0,0,59.146%
50,8,25.084%,66.661%,8.117%,0.137%,0.001%,0,0,0,0,0,0,74.916%
51,8,40.742%,59.258%,0,0,0,0,0,0,0,0,0,59.258%
52,8,25.112%,66.658%,8.093%,0.137%,0,0,0,0,0,0,0,74.888%
53,8,40.737%,59.263%,0,0,0,0,0,0,0,0,0,59.263%
54,8,25.555%,66.481%,7.852%,0.112%,0,0,0,0,0,0,0,74.445%
55,8,41.08%,58.92%,0,0,0,0,0,0,0,0,0,58.92%
56,8,25.876%,66.448%,7.559%,0.117%,0,0,0,0,0,0,0,74.124%
57,8,40.872%,59.128%,0,0,0,0,0,0,0,0,0,59.128%
58,8,26.054%,66.507%,7.326%,0.113%,0,0,0,0,0,0,0,73.946%
59,8,40.851%,59.149%,0,0,0,0,0,0,0,0,0,59.149%
60,8,26.145%,66.462%,7.263%,0.13%,0,0,0,0,0,0,0,73.855%
61,8,41.164%,58.836%,0,0,0,0,0,0,0,0,0,58.836%
62,8,26.592%,66.261%,7.06%,0.087%,0,0,0,0,0,0,0,73.408%
63,8,40.718%,59.282%,0,0,0,0,0,0,0,0,0,59.282%
64,8,26.931%,66.124%,6.85%,0.094%,0.001%,0,0,0,0,0,0,73.069%
65,8,41.179%,58.821%,0,0,0,0,0,0,0,0,0,58.821%
66,8,26.981%,65.966%,6.957%,0.096%,0,0,0,0,0,0,0,73.019%
67,8,41.116%,58.884%,0,0,0,0,0,0,0,0,0,58.884%
68,8,26.678%,66.547%,6.691%,0.084%,0,0,0,0,0,0,0,73.322%
69,8,41.12%,58.88%,0,0,0,0,0,0,0,0,0,58.88%
70,8,27.327%,66.085%,6.529%,0.058%,0.001%,0,0,0,0,0,0,72.673%
71,8,40.924%,59.076%,0,0,0,0,0,0,0,0,0,59.076%
72,8,27.625%,66.022%,6.289%,0.064%,0,0,0,0,0,0,0,72.375%
73,8,40.716%,59.284%,0,0,0,0,0,0,0,0,0,59.284%
74,8,27.655%,65.959%,6.319%,0.067%,0,0,0,0,0,0,0,72.345%
75,8,40.926%,59.074%,0,0,0,0,0,0,0,0,0,59.074%
76,8,28.157%,65.561%,6.22%,0.062%,0,0,0,0,0,0,0,71.843%
77,8,41.142%,58.858%,0,0,0,0,0,0,0,0,0,58.858%
78,8,28.193%,65.841%,5.903%,0.063%,0,0,0,0,0,0,0,71.807%
79,8,41.177%,58.823%,0,0,0,0,0,0,0,0,0,58.823%
80,8,28.368%,65.577%,5.993%,0.062%,0,0,0,0,0,0,0,71.632%
81,8,40.925%,59.075%,0,0,0,0,0,0,0,0,0,59.075%
82,8,28.506%,65.68%,5.759%,0.054%,0.001%,0,0,0,0,0,0,71.494%
83,8,41.043%,58.957%,0,0,0,0,0,0,0,0,0,58.957%
84,8,28.57%,65.594%,5.785%,0.051%,0,0,0,0,0,0,0,71.43%
85,8,41.42%,58.58%,0,0,0,0,0,0,0,0,0,58.58%
86,8,28.673%,65.636%,5.648%,0.043%,0,0,0,0,0,0,0,71.327%
87,8,40.948%,59.052%,0,0,0,0,0,0,0,0,0,59.052%
88,8,28.992%,65.377%,5.585%,0.046%,0,0,0,0,0,0,0,71.008%
89,8,40.866%,59.134%,0,0,0,0,0,0,0,0,0,59.134%
90,8,29.128%,65.407%,5.41%,0.055%,0,0,0,0,0,0,0,70.872%
91,8,41.06%,58.94%,0,0,0,0,0,0,0,0,0,58.94%
92,8,28.864%,65.763%,5.324%,0.049%,0,0,0,0,0,0,0,71.136%
93,8,41.291%,58.709%,0,0,0,0,0,0,0,0,0,58.709%
94,8,29.241%,65.513%,5.21%,0.036%,0,0,0,0,0,0,0,70.759%
95,8,41.318%,58.682%,0,0,0,0,0,0,0,0,0,58.682%
96,8,29.35%,65.38%,5.225%,0.045%,0,0,0,0,0,0,0,70.65%
97,8,40.97%,59.03%,0,0,0,0,0,0,0,0,0,59.03%
98,8,29.774%,65.256%,4.926%,0.044%,0,0,0,0,0,0,0,70.226%
99,8,41.043%,58.957%,0,0,0,0,0,0,0,0,0,58.957%
100,8,29.495%,65.263%,5.183%,0.059%,0,0,0,0,0,0,0,70.505%
2,9,0,10.962%,30.415%,32.622%,18.519%,6.125%,1.214%,0.136%,0.007%,0,0,100%
3,9,29.854%,70.146%,0,0,0,0,0,0,0,0,0,70.146%
4,9,0.43%,34.785%,43.728%,17.694%,3.079%,0.274%,0.009%,0.001%,0,0,0,99.57%
5,9,36.748%,63.252%,0,0,0,0,0,0,0,0,0,63.252%
6,9,3.291%,49.272%,38.247%,8.487%,0.677%,0.026%,0,0,0,0,0,96.709%
7,9,39.499%,60.501%,0,0,0,0,0,0,0,0,0,60.501%
8,9,6.503%,56.544%,31.882%,4.813%,0.253%,0.005%,0,0,0,0,0,93.497%
9,9,40.893%,59.107%,0,0,0,0,0,0,0,0,0,59.107%
10,9,9.215%,60.316%,27.259%,3.097%,0.111%,0.002%,0,0,0,0,0,90.785%
11,9,41.562%,58.438%,0,0,0,0,0,0,0,0,0,58.438%
12,9,11.652%,62.52%,23.63%,2.151%,0.044%,0.003%,0,0,0,0,0,88.348%
13,9,42.162%,57.838%,0,0,0,0,0,0,0,0,0,57.838%
14,9,13.67%,63.942%,20.889%,1.462%,0.037%,0,0,0,0,0,0,86.33%
15,9,42.889%,57.111%,0,0,0,0,0,0,0,0,0,57.111%
16,9,15.475%,64.719%,18.626%,1.161%,0.019%,0,0,0,0,0,0,84.525%
17,9,43.069%,56.931%,0,0,0,0,0,0,0,0,0,56.931%
18,9,17.031%,64.932%,17.132%,0.894%,0.011%,0,0,0,0,0,0,82.969%
19,9,43.233%,56.767%,0,0,0,0,0,0,0,0,0,56.767%
20,9,18.268%,65.4%,15.598%,0.723%,0.011%,0,0,0,0,0,0,81.732%
21,9,43.348%,56.652%,0,0,0,0,0,0,0,0,0,56.652%
22,9,19.53%,65.332%,14.545%,0.587%,0.006%,0,0,0,0,0,0,80.47%
23,9,43.556%,56.444%,0,0,0,0,0,0,0,0,0,56.444%
24,9,20.607%,65.513%,13.304%,0.572%,0.004%,0,0,0,0,0,0,79.393%
25,9,43.662%,56.338%,0,0,0,0,0,0,0,0,0,56.338%
26,9,21.477%,65.5%,12.553%,0.469%,0.001%,0,0,0,0,0,0,78.523%
27,9,43.835%,56.165%,0,0,0,0,0,0,0,0,0,56.165%
28,9,22.161%,65.708%,11.772%,0.355%,0.004%,0,0,0,0,0,0,77.839%
29,9,44.195%,55.805%,0,0,0,0,0,0,0,0,0,55.805%
30,9,22.917%,65.599%,11.133%,0.35%,0.001%,0,0,0,0,0,0,77.083%
31,9,44.437%,55.563%,0,0,0,0,0,0,0,0,0,55.563%
32,9,23.323%,65.728%,10.654%,0.293%,0.002%,0,0,0,0,0,0,76.67699999999999%
33,9,44.486%,55.514%,0,0,0,0,0,0,0,0,0,55.514%
34,9,24.697%,65.025%,10.021%,0.256%,0.001%,0,0,0,0,0,0,75.303%
35,9,44.45%,55.55%,0,0,0,0,0,0,0,0,0,55.55%
36,9,24.774%,65.362%,9.619%,0.244%,0.001%,0,0,0,0,0,0,75.226%
37,9,44.351%,55.649%,0,0,0,0,0,0,0,0,0,55.649%
38,9,25.671%,64.988%,9.139%,0.202%,0,0,0,0,0,0,0,74.32900000000001%
39,9,44.535%,55.465%,0,0,0,0,0,0,0,0,0,55.465%
40,9,25.86%,65.0%,8.973%,0.166%,0.001%,0,0,0,0,0,0,74.14%
41,9,44.397%,55.603%,0,0,0,0,0,0,0,0,0,55.603%
42,9,26.67%,64.489%,8.645%,0.196%,0,0,0,0,0,0,0,73.33%
43,9,44.427%,55.573%,0,0,0,0,0,0,0,0,0,55.573%
44,9,26.899%,64.533%,8.41%,0.158%,0,0,0,0,0,0,0,73.101%
45,9,44.528%,55.472%,0,0,0,0,0,0,0,0,0,55.472%
46,9,27.196%,64.746%,7.893%,0.165%,0,0,0,0,0,0,0,72.804%
47,9,44.586%,55.414%,0,0,0,0,0,0,0,0,0,55.414%
48,9,27.57%,64.523%,7.754%,0.152%,0.001%,0,0,0,0,0,0,72.43%
49,9,44.808%,55.192%,0,0,0,0,0,0,0,0,0,55.192%
50,9,27.68%,64.676%,7.513%,0.131%,0,0,0,0,0,0,0,72.32%
51,9,44.613%,55.387%,0,0,0,0,0,0,0,0,0,55.387%
52,9,28.414%,64.286%,7.181%,0.119%,0,0,0,0,0,0,0,71.586%
53,9,44.81%,55.19%,0,0,0,0,0,0,0,0,0,55.19%
54,9,28.526%,64.366%,7.018%,0.089%,0.001%,0,0,0,0,0,0,71.474%
55,9,44.794%,55.206%,0,0,0,0,0,0,0,0,0,55.206%
56,9,29.11%,64.04%,6.751%,0.099%,0,0,0,0,0,0,0,70.89%
57,9,44.506%,55.494%,0,0,0,0,0,0,0,0,0,55.494%
58,9,29.351%,63.911%,6.647%,0.091%,0,0,0,0,0,0,0,70.649%
59,9,44.78%,55.22%,0,0,0,0,0,0,0,0,0,55.22%
60,9,29.195%,64.171%,6.553%,0.081%,0,0,0,0,0,0,0,70.805%
61,9,44.764%,55.236%,0,0,0,0,0,0,0,0,0,55.236%
62,9,30.171%,63.357%,6.377%,0.095%,0,0,0,0,0,0,0,69.82900000000001%
63,9,44.804%,55.196%,0,0,0,0,0,0,0,0,0,55.196%
64,9,29.838%,63.758%,6.324%,0.08%,0,0,0,0,0,0,0,70.162%
65,9,45.107%,54.893%,0,0,0,0,0,0,0,0,0,54.893%
66,9,30.196%,63.655%,6.078%,0.071%,0,0,0,0,0,0,0,69.804%
67,9,44.953%,55.047%,0,0,0,0,0,0,0,0,0,55.047%
68,9,30.387%,63.558%,5.979%,0.075%,0.001%,0,0,0,0,0,0,69.613%
69,9,44.671%,55.329%,0,0,0,0,0,0,0,0,0,55.329%
70,9,30.769%,63.187%,5.968%,0.076%,0,0,0,0,0,0,0,69.231%
71,9,44.811%,55.189%,0,0,0,0,0,0,0,0,0,55.189%
72,9,30.902%,63.37%,5.665%,0.063%,0,0,0,0,0,0,0,69.098%
73,9,44.919%,55.081%,0,0,0,0,0,0,0,0,0,55.081%
74,9,31.12%,63.199%,5.625%,0.056%,0,0,0,0,0,0,0,68.88%
75,9,44.899%,55.101%,0,0,0,0,0,0,0,0,0,55.101%
76,9,31.232%,63.261%,5.458%,0.049%,0,0,0,0,0,0,0,68.768%
77,9,44.877%,55.123%,0,0,0,0,0,0,0,0,0,55.123%
78,9,31.76%,62.875%,5.32%,0.045%,0,0,0,0,0,0,0,68.24%
79,9,45.093%,54.907%,0,0,0,0,0,0,0,0,0,54.907%
80,9,31.728%,63.124%,5.09%,0.058%,0,0,0,0,0,0,0,68.27199999999999%
81,9,45.107%,54.893%,0,0,0,0,0,0,0,0,0,54.893%
82,9,31.753%,63.093%,5.105%,0.049%,0,0,0,0,0,0,0,68.247%
83,9,45.023%,54.977%,0,0,0,0,0,0,0,0,0,54.977%
84,9,32.068%,62.658%,5.23%,0.044%,0,0,0,0,0,0,0,67.932%
85,9,45.071%,54.929%,0,0,0,0,0,0,0,0,0,54.929%
86,9,32.084%,62.737%,5.132%,0.047%,0,0,0,0,0,0,0,67.916%
87,9,45.136%,54.864%,0,0,0,0,0,0,0,0,0,54.864%
88,9,32.136%,62.763%,5.058%,0.042%,0.001%,0,0,0,0,0,0,67.864%
89,9,44.902%,55.098%,0,0,0,0,0,0,0,0,0,55.098%
90,9,32.467%,62.672%,4.815%,0.046%,0,0,0,0,0,0,0,67.533%
91,9,45.121%,54.879%,0,0,0,0,0,0,0,0,0,54.879%
92,9,32.421%,62.737%,4.799%,0.042%,0.001%,0,0,0,0,0,0,67.57900000000001%
93,9,45.066%,54.934%,0,0,0,0,0,0,0,0,0,54.934%
94,9,32.987%,62.148%,4.822%,0.043%,0,0,0,0,0,0,0,67.013%
95,9,45.126%,54.874%,0,0,0,0,0,0,0,0,0,54.874%
96,9,32.683%,62.694%,4.589%,0.034%,0,0,0,0,0,0,0,67.31700000000001%
97,9,44.971%,55.029%,0,0,0,0,0,0,0,0,0,55.029%
98,9,33.024%,62.331%,4.616%,0.029%,0,0,0,0,0,0,0,66.976%
99,9,44.923%,55.077%,0,0,0,0,0,0,0,0,0,55.077%
100,9,33.235%,62.132%,4.608%,0.025%,0,0,0,0,0,0,0,66.765%
2,10,0,10.281%,28.209%,32.25%,19.775%,7.509%,1.717%,0.238%,0.019%,0.002%,0,100%
3,10,32.297%,67.703%,0,0,0,0,0,0,0,0,0,67.703%
4,10,0.492%,34.115%,43.608%,18.159%,3.309%,0.301%,0.016%,0,0,0,0,99.508%
5,10,39.746%,60.254%,0,0,0,0,0,0,0,0,0,60.254%
6,10,3.868%,48.958%,37.884%,8.498%,0.766%,0.025%,0.001%,0,0,0,0,96.132%
7,10,42.668%,57.332%,0,0,0,0,0,0,0,0,0,57.332%
8,10,7.466%,56.45%,31.171%,4.656%,0.251%,0.006%,0,0,0,0,0,92.534%
9,10,44.027%,55.973%,0,0,0,0,0,0,0,0,0,55.973%
10,10,10.597%,60.009%,26.264%,3.015%,0.114%,0.001%,0,0,0,0,0,89.403%
11,10,45.025%,54.975%,0,0,0,0,0,0,0,0,0,54.975%
12,10,13.344%,62.16%,22.532%,1.906%,0.058%,0,0,0,0,0,0,86.656%
13,10,45.604%,54.396%,0,0,0,0,0,0,0,0,0,54.396%
14,10,15.615%,63.131%,19.77%,1.449%,0.035%,0,0,0,0,0,0,84.385%
15,10,46.073%,53.927%,0,0,0,0,0,0,0,0,0,53.927%
16,10,17.295%,64.009%,17.582%,1.087%,0.027%,0,0,0,0,0,0,82.705%
17,10,46.134%,53.866%,0,0,0,0,0,0,0,0,0,53.866%
18,10,19.144%,63.75%,16.272%,0.821%,0.013%,0,0,0,0,0,0,80.856%
19,10,46.569%,53.431%,0,0,0,0,0,0,0,0,0,53.431%
20,10,20.229%,64.65%,14.452%,0.659%,0.01%,0,0,0,0,0,0,79.771%
21,10,47.176%,52.824%,0,0,0,0,0,0,0,0,0,52.824%
22,10,21.664%,64.145%,13.648%,0.539%,0.004%,0,0,0,0,0,0,78.336%
23,10,47.02%,52.98%,0,0,0,0,0,0,0,0,0,52.98%
24,10,22.893%,64.031%,12.577%,0.494%,0.005%,0,0,0,0,0,0,77.107%
25,10,47.305%,52.695%,0,0,0,0,0,0,0,0,0,52.695%
26,10,23.723%,64.18%,11.682%,0.412%,0.003%,0,0,0,0,0,0,76.277%
27,10,47.224%,52.776%,0,0,0,0,0,0,0,0,0,52.776%
28,10,24.767%,63.911%,10.95%,0.368%,0.004%,0,0,0,0,0,0,75.233%
29,10,47.086%,52.914%,0,0,0,0,0,0,0,0,0,52.914%
30,10,25.63%,63.659%,10.422%,0.289%,0,0,0,0,0,0,0,74.37%
31,10,47.755%,52.245%,0,0,0,0,0,0,0,0,0,52.245%
32,10,26.087%,63.782%,9.885%,0.245%,0.001%,0,0,0,0,0,0,73.913%
33,10,47.492%,52.508%,0,0,0,0,0,0,0,0,0,52.508%
34,10,27.115%,63.295%,9.35%,0.238%,0.002%,0,0,0,0,0,0,72.885%
35,10,47.694%,52.306%,0,0,0,0,0,0,0,0,0,52.306%
36,10,27.473%,63.472%,8.84%,0.214%,0.001%,0,0,0,0,0,0,72.527%
37,10,47.777%,52.223%,0,0,0,0,0,0,0,0,0,52.223%
38,10,28.169%,63.129%,8.505%,0.194%,0.003%,0,0,0,0,0,0,71.831%
39,10,47.812%,52.188%,0,0,0,0,0,0,0,0,0,52.188%
40,10,28.571%,63.17%,8.085%,0.174%,0,0,0,0,0,0,0,71.429%
41,10,48.385%,51.615%,0,0,0,0,0,0,0,0,0,51.615%
42,10,29.059%,62.756%,8.052%,0.132%,0.001%,0,0,0,0,0,0,70.941%
43,10,47.706%,52.294%,0,0,0,0,0,0,0,0,0,52.294%
44,10,29.617%,62.656%,7.578%,0.148%,0.001%,0,0,0,0,0,0,70.383%
45,10,47.929%,52.071%,0,0,0,0,0,0,0,0,0,52.071%
46,10,29.946%,62.631%,7.301%,0.121%,0.001%,0,0,0,0,0,0,70.054%
47,10,47.945%,52.055%,0,0,0,0,0,0,0,0,0,52.055%
48,10,30.365%,62.299%,7.218%,0.117%,0.001%,0,0,0,0,0,0,69.635%
49,10,47.732%,52.268%,0,0,0,0,0,0,0,0,0,52.268%
50,10,30.807%,62.265%,6.83%,0.098%,0,0,0,0,0,0,0,69.193%
51,10,48.262%,51.738%,0,0,0,0,0,0,0,0,0,51.738%
52,10,31.351%,61.872%,6.668%,0.109%,0,0,0,0,0,0,0,68.649%
53,10,48.079%,51.921%,0,0,0,0,0,0,0,0,0,51.921%
54,10,31.368%,62.04%,6.514%,0.078%,0,0,0,0,0,0,0,68.632%
55,10,48.233%,51.767%,0,0,0,0,0,0,0,0,0,51.767%
56,10,31.511%,62.158%,6.26%,0.071%,0,0,0,0,0,0,0,68.489%
57,10,48.39%,51.61%,0,0,0,0,0,0,0,0,0,51.61%
58,10,32.134%,61.748%,6.029%,0.088%,0.001%,0,0,0,0,0,0,67.866%
59,10,47.968%,52.032%,0,0,0,0,0,0,0,0,0,52.032%
60,10,32.54%,61.42%,5.973%,0.067%,0,0,0,0,0,0,0,67.46000000000001%
61,10,48.144%,51.856%,0,0,0,0,0,0,0,0,0,51.856%
62,10,32.452%,61.562%,5.903%,0.083%,0,0,0,0,0,0,0,67.548%
63,10,48.158%,51.842%,0,0,0,0,0,0,0,0,0,51.842%
64,10,32.924%,61.292%,5.715%,0.069%,0,0,0,0,0,0,0,67.076%
65,10,48.09%,51.91%,0,0,0,0,0,0,0,0,0,51.91%
66,10,33.118%,61.268%,5.541%,0.073%,0,0,0,0,0,0,0,66.882%
67,10,48.23%,51.77%,0,0,0,0,0,0,0,0,0,51.77%
68,10,33.3%,61.237%,5.41%,0.053%,0,0,0,0,0,0,0,66.7%
69,10,47.92%,52.08%,0,0,0,0,0,0,0,0,0,52.08%
70,10,33.743%,60.861%,5.345%,0.051%,0,0,0,0,0,0,0,66.257%
71,10,48.538%,51.462%,0,0,0,0,0,0,0,0,0,51.462%
72,10,33.776%,60.837%,5.327%,0.06%,0,0,0,0,0,0,0,66.22399999999999%
73,10,48.349%,51.651%,0,0,0,0,0,0,0,0,0,51.651%
74,10,33.992%,60.998%,4.966%,0.044%,0,0,0,0,0,0,0,66.00800000000001%
75,10,48.338%,51.662%,0,0,0,0,0,0,0,0,0,51.662%
76,10,34.139%,60.763%,5.046%,0.052%,0,0,0,0,0,0,0,65.86099999999999%
77,10,48.231%,51.769%,0,0,0,0,0,0,0,0,0,51.769%
78,10,34.438%,60.567%,4.94%,0.055%,0,0,0,0,0,0,0,65.562%
79,10,48.338%,51.662%,0,0,0,0,0,0,0,0,0,51.662%
80,10,34.855%,60.317%,4.783%,0.045%,0,0,0,0,0,0,0,65.14500000000001%
81,10,48.245%,51.755%,0,0,0,0,0,0,0,0,0,51.755%
82,10,34.857%,60.437%,4.668%,0.038%,0,0,0,0,0,0,0,65.143%
83,10,48.568%,51.432%,0,0,0,0,0,0,0,0,0,51.432%
84,10,35.151%,60.231%,4.582%,0.036%,0,0,0,0,0,0,0,64.84899999999999%
85,10,48.404%,51.596%,0,0,0,0,0,0,0,0,0,51.596%
86,10,35.139%,60.258%,4.563%,0.04%,0,0,0,0,0,0,0,64.86099999999999%
87,10,48.35%,51.65%,0,0,0,0,0,0,0,0,0,51.65%
88,10,35.339%,60.163%,4.458%,0.04%,0,0,0,0,0,0,0,64.661%
89,10,48.57%,51.43%,0,0,0,0,0,0,0,0,0,51.43%
90,10,35.672%,59.937%,4.35%,0.04%,0.001%,0,0,0,0,0,0,64.328%
91,10,48.466%,51.534%,0,0,0,0,0,0,0,0,0,51.534%
92,10,35.415%,60.177%,4.376%,0.032%,0,0,0,0,0,0,0,64.58500000000001%
93,10,48.478%,51.522%,0,0,0,0,0,0,0,0,0,51.522%
94,10,36.101%,59.647%,4.223%,0.029%,0,0,0,0,0,0,0,63.899%
95,10,48.532%,51.468%,0,0,0,0,0,0,0,0,0,51.468%
96,10,36.007%,59.814%,4.155%,0.024%,0,0,0,0,0,0,0,63.993%
97,10,48.601%,51.399%,0,0,0,0,0,0,0,0,0,51.399%
98,10,35.916%,59.924%,4.127%,0.033%,0,0,0,0,0,0,0,64.084%
99,10,48.314%,51.686%,0,0,0,0,0,0,0,0,0,51.686%
100,10,36.199%,59.741%,4.032%,0.028%,0,0,0,0,0,0,0,63.801%
